Property Reference,Works Order Reference,Job Trade Code,Works Order Raised Date
1800,3004684/1,PLUMBING,1/30/2021
18000,3004946/1,PLUMBING,2/1/2021
18002,2952506/1,CARPENTRY,10/23/2020
18002,3001954/1,ELECTRICAL,1/26/2021
18002,3007524/1,PLUMBING,2/4/2021
18003,2937852/1,CARPENTRY,9/28/2020
18004,2911835/1,CARPENTRY,8/6/2020
18004,2911835/1,PLUMBING,8/6/2020
18004,2925559/1,CARPENTRY,9/3/2020
18004,2925559/1,PLUMBING,9/3/2020
18004,2934895/1,PLUMBING,9/22/2020
18005,2940270/1,ELECTRICAL,10/1/2020
18005,2947407/1,PLUMBING,10/14/2020
18005,3034628/1,FENCING,3/24/2021
18005,3035554/1,PLUMBING,3/25/2021
18006,2869740/1,PLUMBING,5/6/2020
18006,2930711/1,ELECTRICAL,9/14/2020
18006,2930718/1,PLUMBING,9/14/2020
18006,2993846/1,ADAPTATION,1/12/2021
18006,2993846/1,ELECTRICAL,1/12/2021
18007,2955947/1,PLUMBING,10/29/2020
18008,2910870/1,CARPENTRY,8/5/2020
18008,2910870/1,PLUMBING,8/5/2020
18008,2910872/1,ELECTRICAL,8/5/2020
18008,2911424/1,PLUMBING,8/6/2020
18008,2922820/1,PLUMBING,8/28/2020
18009,2889338/1,PLUMBING,6/24/2020
18009,2889343/1,ELECTRICAL,6/24/2020
18009,2889347/1,ELECTRICAL,6/24/2020
18009,2913282/1,PLUMBING,8/10/2020
1801,2916560/1,PLUMBING,8/17/2020
18010,3028096/1,FENCING,3/11/2021
18010,3028096/2,FENCING,3/19/2021
18010,3028101/1,ELECTRICAL,3/11/2021
18011,2878021/1,ELECTRICAL,6/1/2020
18011,2936755/1,PLUMBING,9/25/2020
18011,2936761/1,CARPENTRY,9/25/2020
18011,2950053/1,PLUMBING,10/19/2020
18011,2950059/1,BRICKWORK,10/19/2020
18011,2950059/1,CARPENTRY,10/19/2020
18011,3015067/1,CARPENTRY,2/17/2021
18011,3015074/1,CARPENTRY,2/17/2021
18012,2900063/1,ELECTRICAL,7/14/2020
18012,2906021/1,WALLFLOOR,7/27/2020
18012,2928669/1,CARPENTRY,9/9/2020
18012,2931412/1,GROUNDWORK,9/15/2020
18012,2931412/1,PLUMBING,9/15/2020
18012,2931412/2,DRAINAGE,10/6/2020
18012,2931412/2,PLUMBING,10/6/2020
18013,2952865/1,PLUMBING,10/23/2020
18013,3020089/1,ELECTRICAL,2/25/2021
18013,3027508/1,PLUMBING,3/10/2021
18015,2946159/1,PLUMBING,10/12/2020
18016,2962590/1,ELECTRICAL,11/11/2020
18016,2962591/1,PLUMBING,11/11/2020
18016,2969518/1,ELECTRICAL,11/24/2020
18016,2969531/1,DECORATING,11/24/2020
18016,2969531/1,PLUMBING,11/24/2020
18017,2869586/1,ELECTRICAL,5/5/2020
18017,2915377/1,ELECTRICAL,8/14/2020
18017,2915379/1,PLUMBING,8/14/2020
18017,2952577/1,CARPENTRY,10/23/2020
18017,2952577/1,PLUMBING,10/23/2020
18017,2960352/1,CARPENTRY,11/9/2020
18017,2968305/1,CARPENTRY,11/23/2020
18017,2968305/2,CARPENTRY,12/7/2020
18017,2989893/1,ELECTRICAL,1/5/2021
18017,3002946/1,ELECTRICAL,1/27/2021
18017,3002959/1,PLUMBING,1/27/2021
18017,3002959/2,PLUMBING,3/29/2021
18017,3013341/1,ELECTRICAL,2/15/2021
18017,3013345/1,PLUMBING,2/15/2021
18017,3036711/1,ELECTRICAL,3/29/2021
18018,3023609/1,PLUMBING,3/4/2021
18018,3025359/1,CARPENTRY,3/8/2021
18019,2875077/1,PLUMBING,5/22/2020
18019,2888091/1,PLUMBING,6/22/2020
18019,2903268/1,DRAINAGE,7/20/2020
18019,2903268/1,PLUMBING,7/20/2020
18019,2903268/2,GROUNDWORK,7/20/2020
18019,2903268/3,DRAINAGE,8/5/2020
18019,2903268/3,PLUMBING,8/5/2020
18019,2910105/1,PLUMBING,8/3/2020
18019,2911079/1,ELECTRICAL,8/5/2020
18019,2911572/1,PLUMBING,8/6/2020
18019,2911591/1,CARPENTRY,8/6/2020
18019,2911591/1,PLUMBING,8/6/2020
18019,2922959/1,DRAINAGE,8/28/2020
18019,2922959/1,PLUMBING,8/28/2020
18019,2923564/1,DRAINAGE,9/1/2020
18019,2923564/1,PLUMBING,9/1/2020
1802,2933800/1,ELECTRICAL,9/21/2020
18020,2893032/1,PLUMBING,7/1/2020
18021,2931537/1,PLUMBING,9/16/2020
18022,2941570/1,DRAINAGE,10/5/2020
18022,2941570/1,PLUMBING,10/5/2020
18022,2992381/1,BRICKWORK,1/8/2021
18023,2867849/1,CARPENTRY,4/29/2020
18023,2868270/1,CARPENTRY,4/30/2020
18023,2869627/1,ADAPTATION,5/5/2020
18023,2869627/1,ELECTRICAL,5/5/2020
18023,3037283/1,CARPENTRY,3/29/2021
18023,3037286/1,PLUMBING,3/29/2021
18023,3037290/1,FENCING,3/29/2021
18027,2894730/1,PLUMBING,7/3/2020
18027,2894730/1,WALLFLOOR,7/3/2020
18027,2894730/2,CARPENTRY,7/6/2020
18027,2894730/2,PLUMBING,7/6/2020
18027,3010594/1,PLUMBING,2/10/2021
18027,3010596/1,CARPENTRY,2/10/2021
18027,3013700/1,CARPENTRY,2/15/2021
18027,3013700/2,CARPENTRY,2/15/2021
18027,3013700/2,GLAZING,2/15/2021
18027,3013713/1,BRICKWORK,2/15/2021
18027,3013713/1,DECORATING,2/15/2021
18028,2930528/1,FENCING,9/14/2020
18028,2990828/1,PLUMBING,1/6/2021
18028,2998163/1,BRICKWORK,1/19/2021
18028,3026197/1,PLUMBING,3/8/2021
18028,3032740/1,CARPENTRY,3/20/2021
18028,3032740/1,PLASTERWRK,3/20/2021
18029,2871609/1,PLUMBING,5/13/2020
18029,2871744/1,DRAINAGE,5/13/2020
18029,2871744/1,PLUMBING,5/13/2020
18029,2894609/1,ELECTRICAL,7/3/2020
18029,2894616/1,PLUMBING,7/3/2020
18029,2895611/1,PLUMBING,7/6/2020
18029,2898420/1,DECORATING,7/9/2020
18029,2898420/1,PLASTERWRK,7/9/2020
18029,2898420/1,WALLFLOOR,7/9/2020
18029,2989743/1,PLUMBING,1/5/2021
18029,2998200/1,DRAINAGE,1/19/2021
18029,3019979/1,DRAINAGE,2/25/2021
18029,3019979/1,PLUMBING,2/25/2021
18029,3019979/2,DRAINAGE,3/10/2021
18029,3019979/2,PLUMBING,3/10/2021
1803,2933388/1,ELECTRICAL,9/19/2020
18030,2872994/1,PLUMBING,5/18/2020
18030,2921192/1,CARPENTRY,8/26/2020
18030,2949922/1,ELECTRICAL,10/19/2020
18031,2973851/1,GROUNDWORK,12/1/2020
18031,2973855/1,CARPENTRY,12/1/2020
18031,2973855/2,CARPENTRY,12/4/2020
18031,2973863/1,PLUMBING,12/1/2020
18031,2981424/1,ELECTRICAL,12/15/2020
18031,2981725/2,CARPENTRY,1/11/2021
18031,2981725/2,PLUMBING,1/11/2021
18031,2981748/1,PLUMBING,12/15/2020
18031,2981748/1,WALLFLOOR,12/15/2020
18031,2981767/1,GROUNDWORK,12/15/2020
18031,2981771/1,ELECTRICAL,12/15/2020
18034,2909630/1,PLUMBING,8/3/2020
18034,2909637/1,ELECTRICAL,8/3/2020
18034,2918861/1,ELECTRICAL,8/21/2020
18035,2991264/1,PLUMBING,1/7/2021
18036,2899378/1,PLUMBING,7/13/2020
18036,2906746/1,CARPENTRY,7/28/2020
18036,2906746/1,PLUMBING,7/28/2020
18036,2909654/1,CARPENTRY,8/3/2020
18036,2993188/1,CARPENTRY,1/11/2021
18036,3030416/1,PLUMBING,3/16/2021
18037,3028035/1,PLUMBING,3/11/2021
18037,3028041/1,ELECTRICAL,3/11/2021
18039,2864077/1,PLUMBING,4/14/2020
18039,2864078/1,ELECTRICAL,4/14/2020
18039,2872116/1,ELECTRICAL,5/14/2020
18039,2874204/1,ELECTRICAL,5/20/2020
18039,2877743/1,PLUMBING,6/1/2020
18039,3012377/1,ELECTRICAL,2/12/2021
1804,2866010/1,ELECTRICAL,4/21/2020
1804,2942586/1,ELECTRICAL,10/6/2020
1804,2951818/1,ROOFING,10/22/2020
18040,2891687/1,CARPENTRY,6/29/2020
18040,2891687/2,CARPENTRY,6/30/2020
18040,3010732/1,ELECTRICAL,2/10/2021
18041,2873296/1,PLUMBING,5/18/2020
18041,2996695/1,CARPENTRY,1/17/2021
18042,2899695/1,ELECTRICAL,7/13/2020
18042,2899695/2,PLUMBING,7/27/2020
18042,2899698/1,CARPENTRY,7/13/2020
18042,2988564/1,DRAINAGE,1/4/2021
18042,2988564/1,PLUMBING,1/4/2021
18042,2988573/1,ELECTRICAL,1/4/2021
18042,2988585/1,CARPENTRY,1/4/2021
18043,2873405/1,PLUMBING,5/18/2020
18043,2893380/1,PLUMBING,7/1/2020
18047,2870190/1,PLUMBING,5/7/2020
18047,2935830/1,ELECTRICAL,9/23/2020
18047,2940085/1,ELECTRICAL,10/1/2020
18047,3034976/1,CARPENTRY,3/24/2021
18047,3034976/2,CARPENTRY,3/25/2021
18048,2950613/1,FENCING,10/20/2020
18049,2963809/1,ELECTRICAL,11/13/2020
18050,2823800/3,ROOFING,5/21/2020
18050,2874712/1,PLUMBING,5/21/2020
18050,2885861/1,ROOFING,6/17/2020
18050,2886786/1,ELECTRICAL,6/18/2020
18050,2886802/1,ELECTRICAL,6/18/2020
18050,2887148/1,PLUMBING,6/19/2020
18050,2960797/1,BRICKWORK,11/9/2020
18050,2960797/1,ROOFING,11/9/2020
18050,2973687/1,PLUMBING,12/1/2020
18050,2973693/1,WALLFLOOR,12/1/2020
18050,2992850/1,DECORATING,1/11/2021
18050,3004634/1,ROOFING,1/30/2021
18050,3004635/1,CARPENTRY,1/30/2021
18051,3017476/1,PLUMBING,2/22/2021
18051,3017493/1,ELECTRICAL,2/22/2021
18055,2890050/1,PLUMBING,6/25/2020
18057,2876992/1,ELECTRICAL,5/29/2020
18058,2955519/1,ELECTRICAL,10/29/2020
18058,3024928/1,PLUMBING,3/5/2021
18058,3024936/1,PLUMBING,3/5/2021
18059,2916825/1,DRAINAGE,8/17/2020
18059,2916825/1,PLUMBING,8/17/2020
18059,2916825/2,DRAINAGE,8/19/2020
18059,2918009/1,PLUMBING,8/19/2020
18059,2950646/1,PLUMBING,10/20/2020
18059,2950646/1,WALLFLOOR,10/20/2020
18059,2977481/1,DRAINAGE,12/8/2020
18059,2977899/1,ELECTRICAL,12/9/2020
18059,2983332/1,WALLFLOOR,12/18/2020
18059,2988086/1,ELECTRICAL,1/4/2021
18059,2988086/2,ELECTRICAL,1/4/2021
18059,3011602/1,PLUMBING,2/11/2021
18059,3017187/1,GLAZING,2/21/2021
18059,3017187/2,ROOFING,2/21/2021
18062,2946360/1,WALLFLOOR,10/13/2020
18062,2951658/1,CARPENTRY,10/22/2020
18062,2951892/1,CARPENTRY,10/22/2020
18062,2952047/1,CARPENTRY,10/22/2020
18062,2956017/1,DRAINAGE,10/30/2020
18062,2967282/1,ELECTRICAL,11/20/2020
18062,2967284/1,PLUMBING,11/20/2020
18063,2900740/1,ELECTRICAL,7/14/2020
18063,2907909/1,ELECTRICAL,7/29/2020
18063,2907919/1,PLUMBING,7/29/2020
18063,2922935/1,ELECTRICAL,8/28/2020
18063,2922940/1,PLUMBING,8/28/2020
18065,2865075/1,PLUMBING,4/20/2020
18066,2891019/1,CARPENTRY,6/26/2020
18068,2873229/1,PLUMBING,5/18/2020
18068,2936511/1,PLUMBING,9/24/2020
18068,2983645/1,CARPENTRY,12/18/2020
18068,2983645/1,PLUMBING,12/18/2020
18068,2983645/1,WALLFLOOR,12/18/2020
18068,2983648/1,ELECTRICAL,12/18/2020
18069,3019136/1,PLUMBING,2/24/2021
18070,2934617/1,ELECTRICAL,9/22/2020
18070,2997495/1,ELECTRICAL,1/18/2021
18070,2997496/1,PLUMBING,1/18/2021
18070,3033574/1,PLUMBING,3/22/2021
18070,3034521/1,CARPENTRY,3/24/2021
18070,3037765/1,CARPENTRY,3/30/2021
18070,3037765/1,GLAZING,3/30/2021
18071,2880571/1,PLASTERWRK,6/8/2020
18071,2880571/1,WALLFLOOR,6/8/2020
18071,2882028/1,CARPENTRY,6/10/2020
18071,2882028/1,GLAZING,6/10/2020
18071,2882028/1,PLUMBING,6/10/2020
18071,2941215/1,PLUMBING,10/4/2020
18071,2959166/1,DRAINAGE,11/5/2020
18071,2998132/1,PLUMBING,1/19/2021
18071,2998138/1,ELECTRICAL,1/19/2021
18071,2998258/1,ELECTRICAL,1/19/2021
18071,2998258/2,BRICKWORK,1/20/2021
18071,2998258/2,CARPENTRY,1/20/2021
18071,2998258/2,ELECTRICAL,1/20/2021
18071,2998298/1,PLUMBING,1/19/2021
18071,2998298/2,ROOFING,2/5/2021
18071,3011061/1,CARPENTRY,2/11/2021
18071,3011061/1,PLUMBING,2/11/2021
18071,3032594/1,CARPENTRY,3/19/2021
18071,3032594/1,FENCING,3/19/2021
18072,2888782/1,ELECTRICAL,6/23/2020
18074,2881680/1,ELECTRICAL,6/9/2020
18074,2913676/1,PLUMBING,8/11/2020
18074,2913676/2,WALLFLOOR,8/27/2020
18074,2913676/3,WALLFLOOR,10/1/2020
18074,2913676/4,DECORATING,10/28/2020
18074,2913676/4,PLASTERWRK,10/28/2020
18074,2913676/4,WALLFLOOR,10/28/2020
18074,2913678/1,ELECTRICAL,8/11/2020
18074,2915999/1,ELECTRICAL,8/16/2020
18074,2915999/2,ELECTRICAL,8/17/2020
18074,2956808/1,ELECTRICAL,11/2/2020
18074,2974456/1,ADAPTATION,12/2/2020
18074,2974456/1,ELECTRICAL,12/2/2020
18074,2996470/1,ELECTRICAL,1/15/2021
18074,2996473/1,PLUMBING,1/15/2021
18075,2885745/1,ELECTRICAL,6/17/2020
18075,3031844/1,CARPENTRY,3/18/2021
18075,3031844/1,DECORATING,3/18/2021
18076,3028813/1,FENCING,3/12/2021
18076,3028818/1,PLUMBING,3/12/2021
18076,3028822/1,ELECTRICAL,3/12/2021
18076,3028826/1,DECORATING,3/12/2021
18076,3028826/1,PLUMBING,3/12/2021
18076,3028839/1,CARPENTRY,3/12/2021
18076,3028839/2,CARPENTRY,3/31/2021
18077,2869459/1,ELECTRICAL,5/5/2020
18077,2971241/1,PLUMBING,11/27/2020
18078,3014220/1,PLUMBING,2/16/2021
18079,2942328/1,PLUMBING,10/6/2020
18079,2952310/1,PLUMBING,10/22/2020
18079,3027632/1,PLASTERWRK,3/10/2021
18079,3027632/1,WALLFLOOR,3/10/2021
18079,3037919/1,BRICKWORK,3/30/2021
18079,3037919/1,CARPENTRY,3/30/2021
18081,2878579/1,CARPENTRY,6/2/2020
18081,2878738/1,PLUMBING,6/3/2020
18083,2927097/1,CARPENTRY,9/7/2020
18083,2941913/1,PLUMBING,10/5/2020
18083,2941932/2,PLUMBING,10/26/2020
18083,2941932/2,ROOFING,10/26/2020
18083,2941932/3,ELECTRICAL,10/26/2020
18083,2941932/4,CARPENTRY,10/26/2020
18085,3033470/1,ELECTRICAL,3/22/2021
18085,3033474/1,FENCING,3/22/2021
18086,2925091/2,CARPENTRY,9/10/2020
18086,2925091/3,DRAINAGE,9/10/2020
18086,2982693/1,ELECTRICAL,12/17/2020
18086,2996958/1,ELECTRICAL,1/18/2021
18086,3011119/1,PLUMBING,2/11/2021
18086,3011123/1,BRICKWORK,2/11/2021
18086,3011123/1,WALLFLOOR,2/11/2021
18087,2883109/1,ELECTRICAL,6/11/2020
18087,2883109/2,ELECTRICAL,6/12/2020
18087,2953392/1,PLUMBING,10/26/2020
18087,2953402/1,ELECTRICAL,10/26/2020
18088,2932919/1,PLUMBING,9/18/2020
18088,3029978/1,PLUMBING,3/15/2021
18088,3029987/1,ROOFING,3/15/2021
18088,3033476/1,PLUMBING,3/22/2021
18089,2892324/1,PLUMBING,6/30/2020
18089,2957661/1,PLUMBING,11/3/2020
18089,2957663/1,ELECTRICAL,11/3/2020
18089,3027105/1,ELECTRICAL,3/9/2021
18089,3027105/2,ELECTRICAL,3/29/2021
1809,2995055/1,ELECTRICAL,1/13/2021
18091,2889860/1,ELECTRICAL,6/25/2020
18091,2992599/1,ELECTRICAL,1/9/2021
18091,2992599/2,ELECTRICAL,1/11/2021
18095,2934069/1,ELECTRICAL,9/21/2020
18095,2940657/1,ELECTRICAL,10/2/2020
18096,2921502/1,DECORATING,8/26/2020
18096,2921502/1,PLUMBING,8/26/2020
18096,2921514/1,ELECTRICAL,8/26/2020
18096,2933044/1,PLUMBING,9/18/2020
18097,2965035/1,ELECTRICAL,11/17/2020
18097,3023327/1,CARPENTRY,3/3/2021
18099,2914468/1,GLAZING,8/12/2020
18099,2914468/1,PLUMBING,8/12/2020
18099,2916534/1,ADAPTATION,8/17/2020
18099,2916534/1,PLUMBING,8/17/2020
18099,2916540/1,ELECTRICAL,8/17/2020
18099,2935257/1,ADAPTATION,9/23/2020
18099,2935257/1,CARPENTRY,9/23/2020
1810,2887292/1,ELECTRICAL,6/19/2020
18102,2989062/1,CARPENTRY,1/4/2021
18102,2989062/1,FENCING,1/4/2021
18103,2863313/1,ELECTRICAL,4/9/2020
18103,2892523/1,PLUMBING,6/30/2020
18103,2892974/1,CARPENTRY,7/1/2020
18103,3022744/1,ROOFING,3/2/2021
18103,3022749/1,BRICKWORK,3/2/2021
18103,3022749/1,WALLFLOOR,3/2/2021
18103,3023042/1,ELECTRICAL,3/3/2021
18103,3023063/1,CARPENTRY,3/3/2021
18104,2877669/1,PLASTERWRK,6/1/2020
18104,2877669/1,WALLFLOOR,6/1/2020
18104,2887781/1,ELECTRICAL,6/22/2020
18104,2887785/1,PLASTERWRK,6/22/2020
18104,2887785/1,WALLFLOOR,6/22/2020
18104,2887787/1,CARPENTRY,6/22/2020
18104,2907571/1,CARPENTRY,7/29/2020
18104,2907571/1,PLUMBING,7/29/2020
18104,2912816/1,BRICKWORK,8/7/2020
18104,2912816/1,CARPENTRY,8/7/2020
18104,2912816/1,WALLFLOOR,8/7/2020
18104,2913591/1,PLUMBING,8/10/2020
18104,2918081/1,BRICKWORK,8/19/2020
18104,2918081/1,WALLFLOOR,8/19/2020
18104,2922099/1,BRICKWORK,8/27/2020
18104,2922099/1,CARPENTRY,8/27/2020
18104,2927508/1,CARPENTRY,9/8/2020
18104,2930912/1,ELECTRICAL,9/14/2020
18104,2944076/1,PLUMBING,10/8/2020
18104,2952764/1,BRICKWORK,10/23/2020
18104,2952764/1,CARPENTRY,10/23/2020
18104,2952764/1,WALLFLOOR,10/23/2020
18104,2962729/1,ELECTRICAL,11/12/2020
18104,2973013/1,ELECTRICAL,11/30/2020
18104,2973016/1,ELECTRICAL,11/30/2020
18104,2973018/1,PLUMBING,11/30/2020
18104,2976993/1,PLUMBING,12/7/2020
18104,2983610/1,BRICKWORK,12/18/2020
18104,2983610/1,WALLFLOOR,12/18/2020
18104,2983612/1,ELECTRICAL,12/18/2020
18104,2996870/1,PLUMBING,1/18/2021
18104,3014380/1,CARPENTRY,2/16/2021
18104,3014380/1,PLUMBING,2/16/2021
18104,3025465/1,CARPENTRY,3/8/2021
18104,3036896/1,CARPENTRY,3/29/2021
18104,3036909/1,PLUMBING,3/29/2021
18107,2999140/1,PLUMBING,1/20/2021
18108,2898497/1,PLUMBING,7/9/2020
18108,2927945/1,PLUMBING,9/8/2020
18108,2927947/1,ELECTRICAL,9/8/2020
18108,3037620/1,CARPENTRY,3/30/2021
18111,2900856/1,PLUMBING,7/15/2020
18111,2981249/1,CARPENTRY,12/15/2020
18112,2890170/1,ELECTRICAL,6/25/2020
18112,2974041/1,ELECTRICAL,12/1/2020
18112,2976491/1,ELECTRICAL,12/7/2020
18112,2978640/1,CARPENTRY,12/10/2020
18112,2978640/1,FENCING,12/10/2020
18112,2978640/2,FENCING,12/15/2020
18113,2893660/1,BRICKWORK,7/2/2020
18113,2893660/1,GROUNDWORK,7/2/2020
18114,2892990/1,PLUMBING,7/1/2020
18114,2898701/1,PLUMBING,7/10/2020
18114,2973564/1,PLUMBING,12/1/2020
18115,2928658/1,CARPENTRY,9/9/2020
18115,2928658/1,PLUMBING,9/9/2020
18115,2943434/1,BRICKWORK,10/7/2020
18115,2943434/1,DECORATING,10/7/2020
18115,2950692/1,CARPENTRY,10/20/2020
18115,2962179/1,ELECTRICAL,11/11/2020
18115,2985549/1,ELECTRICAL,12/22/2020
18117,2902845/1,PLUMBING,7/20/2020
18117,2954903/1,PLUMBING,10/28/2020
18118,2938908/1,BRICKWORK,9/29/2020
18118,2938908/1,CARPENTRY,9/29/2020
18118,2979609/1,BRICKWORK,12/11/2020
18118,2979609/1,CARPENTRY,12/11/2020
18119,3010992/1,DECORATING,2/10/2021
18119,3017873/1,CARPENTRY,2/22/2021
18119,3017873/2,CARPENTRY,2/23/2021
18122,2868741/1,PLUMBING,5/2/2020
18122,2868742/1,ELECTRICAL,5/2/2020
18122,2971656/1,CARPENTRY,11/27/2020
18122,2971664/1,FENCING,11/27/2020
18123,2888981/1,ELECTRICAL,6/23/2020
18123,2888982/1,PLUMBING,6/23/2020
18123,2959209/1,ELECTRICAL,11/5/2020
18123,2966513/1,PLUMBING,11/19/2020
18124,2888134/1,ELECTRICAL,6/22/2020
18124,2888134/2,ELECTRICAL,7/2/2020
18124,2888144/1,CARPENTRY,6/22/2020
18124,2888154/1,ROOFING,6/22/2020
18124,2959321/1,ROOFING,11/5/2020
18124,2975678/1,ROOFING,12/4/2020
18124,2991769/1,PLUMBING,1/8/2021
18124,3003711/1,PLUMBING,1/28/2021
18124,3003711/1,WALLFLOOR,1/28/2021
18124,3003711/2,WALLFLOOR,2/16/2021
18127,2872748/1,PLUMBING,5/15/2020
18127,2872754/1,ELECTRICAL,5/15/2020
18128,3001975/1,ELECTRICAL,1/26/2021
18130,2873887/1,CARPENTRY,5/19/2020
18130,2874530/1,ELECTRICAL,5/21/2020
18130,2916390/1,CARPENTRY,8/17/2020
18130,2916390/1,GLAZING,8/17/2020
18130,3001505/1,PLUMBING,1/25/2021
18130,3001505/2,DECORATING,1/26/2021
18130,3001505/2,PLASTERWRK,1/26/2021
18130,3001505/2,WALLFLOOR,1/26/2021
18130,3032722/1,PLUMBING,3/20/2021
18130,3032722/2,DRAINAGE,3/22/2021
18131,2882237/1,PLUMBING,6/10/2020
18131,2909982/1,ELECTRICAL,8/3/2020
18132,2904355/1,PLUMBING,7/22/2020
18132,2904364/1,ELECTRICAL,7/22/2020
18132,2914591/1,PLUMBING,8/12/2020
18132,2914593/1,ELECTRICAL,8/12/2020
18132,2914775/1,CARPENTRY,8/12/2020
18132,2918274/1,ELECTRICAL,8/20/2020
18132,2918274/1,PLUMBING,8/20/2020
18132,2919247/1,PLUMBING,8/21/2020
18132,2939196/1,PLUMBING,9/30/2020
18132,2963122/1,ELECTRICAL,11/12/2020
18132,2963126/1,CARPENTRY,11/12/2020
18132,2963131/1,PLUMBING,11/12/2020
18132,2963131/1,WALLFLOOR,11/12/2020
18132,2963134/1,CARPENTRY,11/12/2020
18132,2963134/2,CARPENTRY,12/1/2020
18132,2963134/2,GLAZING,12/1/2020
18132,2963325/1,BRICKWORK,11/13/2020
18132,2963325/1,CARPENTRY,11/13/2020
18132,2963325/1,GROUNDWORK,11/13/2020
18132,2973470/1,PLASTERWRK,12/1/2020
18132,2973470/1,PLUMBING,12/1/2020
18132,2976315/1,CARPENTRY,12/7/2020
18132,3002903/2,BRICKWORK,1/27/2021
18132,3002903/2,WALLFLOOR,1/27/2021
18133,2905957/1,PLUMBING,7/26/2020
18133,2905957/2,PLUMBING,7/27/2020
18133,2965201/1,ROOFING,11/17/2020
18133,3015341/1,ELECTRICAL,2/17/2021
18134,2953706/1,BRICKWORK,10/26/2020
18134,2953706/1,CARPENTRY,10/26/2020
18134,2953706/1,PLASTERWRK,10/26/2020
18134,2953712/1,ELECTRICAL,10/26/2020
18134,2955775/1,ELECTRICAL,10/29/2020
18137,2902859/1,PLUMBING,7/20/2020
18137,2903141/1,PLUMBING,7/20/2020
18137,2904878/1,ELECTRICAL,7/23/2020
18137,2927510/1,ELECTRICAL,9/8/2020
18137,2948886/1,ELECTRICAL,10/16/2020
18138,2883459/1,ELECTRICAL,6/12/2020
18138,2948056/1,PLUMBING,10/15/2020
18138,2948561/1,ELECTRICAL,10/16/2020
1814,2905280/1,PLUMBING,7/24/2020
1814,2970789/1,ELECTRICAL,11/26/2020
1814,3020787/1,ROOFING,2/26/2021
18140,2913986/1,PLUMBING,8/11/2020
18140,2977238/1,ELECTRICAL,12/8/2020
18141,2883344/1,ELECTRICAL,6/12/2020
18141,2889300/1,PLUMBING,6/24/2020
18141,2898756/1,CARPENTRY,7/10/2020
18141,2898756/1,DECORATING,7/10/2020
18141,2898756/1,PLUMBING,7/10/2020
18141,2898756/2,ELECTRICAL,8/4/2020
18141,2901539/1,ELECTRICAL,7/16/2020
18141,2906344/1,PLUMBING,7/27/2020
18141,2912944/1,PLUMBING,8/9/2020
18141,2912944/2,PLUMBING,8/10/2020
18141,2912945/1,ELECTRICAL,8/9/2020
18141,2912945/2,ELECTRICAL,8/10/2020
18141,2924400/1,CARPENTRY,9/2/2020
18141,2952558/1,ADAPTATION,10/23/2020
18141,2952558/1,CARPENTRY,10/23/2020
18141,2952558/1,DECORATING,10/23/2020
18141,2952558/1,PLUMBING,10/23/2020
18141,2952558/1,WALLFLOOR,10/23/2020
18141,2967640/1,PLUMBING,11/20/2020
18141,3003815/1,PLUMBING,1/28/2021
18143,2880293/1,ELECTRICAL,6/5/2020
18143,2903377/1,CARPENTRY,7/21/2020
18143,2903381/1,CARPENTRY,7/21/2020
18143,2903383/1,ELECTRICAL,7/21/2020
18143,2904153/1,DECORATING,7/22/2020
18143,2904153/1,PLASTERWRK,7/22/2020
18143,2904153/1,WALLFLOOR,7/22/2020
18143,2907068/1,PLUMBING,7/28/2020
18143,2910569/1,ELECTRICAL,8/4/2020
18143,2929831/1,ELECTRICAL,9/11/2020
18143,2933428/1,PLUMBING,9/19/2020
18143,2946210/1,PLUMBING,10/12/2020
18144,2933120/1,PLUMBING,9/18/2020
18145,2891664/1,ELECTRICAL,6/29/2020
18145,2982997/1,ELECTRICAL,12/17/2020
18146,2911341/1,CARPENTRY,8/5/2020
18146,2911495/1,CARPENTRY,8/6/2020
18146,2911877/1,CARPENTRY,8/6/2020
18146,2912089/1,CARPENTRY,8/7/2020
18146,2937974/1,PLUMBING,9/28/2020
18146,2937974/2,DRAINAGE,10/20/2020
18146,2937974/2,PLUMBING,10/20/2020
18146,2955300/1,PLUMBING,10/28/2020
18146,2955300/2,DRAINAGE,11/3/2020
18146,2955300/2,PLUMBING,11/3/2020
18146,2955300/3,CARPENTRY,11/5/2020
18146,3021117/1,PLUMBING,2/26/2021
18146,3021157/1,PLUMBING,2/27/2021
18147,2902467/1,ADAPTATION,7/17/2020
18147,2902467/1,CARPENTRY,7/17/2020
18147,2902467/2,CARPENTRY,8/10/2020
18148,2898999/1,ELECTRICAL,7/10/2020
18148,2925837/1,BRICKWORK,9/4/2020
18148,2925837/1,CARPENTRY,9/4/2020
18148,2925837/1,PLASTERWRK,9/4/2020
18148,2925837/1,WALLFLOOR,9/4/2020
18148,2948018/1,PLUMBING,10/15/2020
18149,2983457/1,ELECTRICAL,12/18/2020
1815,2899630/1,PLUMBING,7/13/2020
1815,2927546/1,CARPENTRY,9/8/2020
1815,2927546/1,PLUMBING,9/8/2020
1815,2933703/1,DRAINAGE,9/21/2020
1815,2933703/1,PLUMBING,9/21/2020
1815,2989561/1,CARPENTRY,1/5/2021
1815,2998114/1,CARPENTRY,1/19/2021
1815,3002385/1,ELECTRICAL,1/27/2021
1815,3025523/1,CARPENTRY,3/8/2021
18153,2994064/1,CARPENTRY,1/12/2021
