Property Reference,Works Order Reference,Job Trade Code,Works Order Raised Date
7463,2967113/2,CARPENTRY,12/3/2020
7463,2967113/2,GLAZING,12/3/2020
7463,2967113/3,BRICKWORK,12/3/2020
7464,2916735/1,ROOFING,8/17/2020
7464,2998093/1,ROOFING,1/19/2021
7464,3009879/1,ELECTRICAL,2/9/2021
7465,2932652/1,PLUMBING,9/18/2020
7465,2948771/1,PLUMBING,10/16/2020
7465,2967297/2,DECORATING,11/20/2020
7465,2967297/2,PLUMBING,11/20/2020
7465,3020827/1,PLUMBING,2/26/2021
7465,3029579/1,CARPENTRY,3/15/2021
7466,2909530/1,PLUMBING,8/2/2020
7466,2944827/1,ROOFING,10/9/2020
7466,3036455/1,ELECTRICAL,3/28/2021
7467,2864418/1,GLAZING,4/16/2020
7467,2884946/1,ROOFING,6/16/2020
7467,2885082/1,PLUMBING,6/16/2020
7467,3006554/1,ELECTRICAL,2/3/2021
7467,3012279/1,WALLFLOOR,2/12/2021
7467,3012279/2,PLASTERWRK,2/16/2021
7467,3012279/2,WALLFLOOR,2/16/2021
7468,2865028/1,CARPENTRY,4/20/2020
7468,2874009/1,CARPENTRY,5/20/2020
7468,2874009/2,CARPENTRY,5/20/2020
7468,2874903/1,CARPENTRY,5/22/2020
7468,2890108/1,CARPENTRY,6/25/2020
7468,2890108/1,PLUMBING,6/25/2020
7468,2890260/1,CARPENTRY,6/25/2020
7468,2890260/1,PLASTERWRK,6/25/2020
7468,2890260/1,PLUMBING,6/25/2020
7468,2890260/1,WALLFLOOR,6/25/2020
7468,2893677/1,BRICKWORK,7/2/2020
7468,2893677/1,CARPENTRY,7/2/2020
7468,2893677/1,PLASTERWRK,7/2/2020
7468,2893677/1,PLUMBING,7/2/2020
7468,2893677/1,WALLFLOOR,7/2/2020
7468,2955043/1,CARPENTRY,10/28/2020
7468,2964939/1,CARPENTRY,11/17/2020
7468,3025830/1,CARPENTRY,3/8/2021
7469,2872690/1,CARPENTRY,5/15/2020
7469,2875852/1,PLUMBING,5/26/2020
7469,2928138/1,CARPENTRY,9/9/2020
7469,2928138/1,PLUMBING,9/9/2020
7469,2928138/2,CARPENTRY,9/9/2020
7469,2928150/1,ELECTRICAL,9/9/2020
7469,2931799/1,ELECTRICAL,9/16/2020
7469,3015504/1,ELECTRICAL,2/17/2021
7469,3015509/1,CARPENTRY,2/17/2021
7469,3015509/1,PLASTERWRK,2/17/2021
7469,3023441/1,ELECTRICAL,3/3/2021
7469,3024322/1,ELECTRICAL,3/4/2021
7469,3024963/1,ELECTRICAL,3/5/2021
7469,3037774/1,ELECTRICAL,3/30/2021
7470,2867295/1,CARPENTRY,4/27/2020
7470,2936631/1,ELECTRICAL,9/25/2020
7470,3008240/1,PLUMBING,2/5/2021
7470,3009115/1,DRAINAGE,2/8/2021
7470,3009115/1,PLUMBING,2/8/2021
7470,3019516/1,DRAINAGE,2/24/2021
7470,3032690/1,PLUMBING,3/20/2021
7471,3018706/1,PLUMBING,2/23/2021
7471,3018715/1,ELECTRICAL,2/23/2021
7471,3033810/1,ELECTRICAL,3/23/2021
7472,2907638/1,PLASTERWRK,7/29/2020
7472,2907638/1,WALLFLOOR,7/29/2020
7472,2936041/1,BRICKWORK,9/24/2020
7472,3007838/1,PLUMBING,2/5/2021
7472,3007855/1,PLUMBING,2/5/2021
7472,3030231/1,CARPENTRY,3/15/2021
7472,3030231/1,FENCING,3/15/2021
7474,2893531/1,PLUMBING,7/1/2020
7474,2893531/2,PLUMBING,7/6/2020
7474,2975324/1,PLUMBING,12/3/2020
7474,2999130/1,DECORATING,1/20/2021
7476,2884087/1,GROUNDWORK,6/15/2020
7476,2936255/1,CARPENTRY,9/24/2020
7476,2979239/1,CARPENTRY,12/11/2020
7478,2954766/1,ELECTRICAL,10/28/2020
7478,2954772/1,CARPENTRY,10/28/2020
7479,2968658/1,ELECTRICAL,11/23/2020
7479,2968666/1,CARPENTRY,11/23/2020
7479,3017845/1,ELECTRICAL,2/22/2021
7479,3017879/1,ELECTRICAL,2/22/2021
7479,3017885/1,PLUMBING,2/22/2021
7480,2953780/1,PLUMBING,10/26/2020
7481,2863315/1,BRICKWORK,4/9/2020
7481,2863315/1,ROOFING,4/9/2020
7481,2875238/1,PLUMBING,5/24/2020
7481,2922274/1,CARPENTRY,8/27/2020
7481,2976742/1,ADAPTATION,12/7/2020
7481,2976742/1,CARPENTRY,12/7/2020
7482,2895610/1,FENCING,7/6/2020
7482,2910114/1,PLUMBING,8/3/2020
7482,2938657/1,CARPENTRY,9/29/2020
7482,3033874/1,CARPENTRY,3/23/2021
7485,2911477/1,PLUMBING,8/6/2020
7485,2911496/1,PLUMBING,8/6/2020
7485,2921208/1,PLUMBING,8/26/2020
7485,2927258/1,ELECTRICAL,9/7/2020
7485,2927341/1,BRICKWORK,9/7/2020
7485,2927728/1,PLUMBING,9/8/2020
7485,2933515/1,PLUMBING,9/21/2020
7485,2948596/1,PLUMBING,10/16/2020
7485,2964279/1,PLUMBING,11/16/2020
7485,2988558/1,ELECTRICAL,1/4/2021
7485,2993412/1,PLUMBING,1/11/2021
7485,2993443/1,ELECTRICAL,1/11/2021
7485,2993443/2,ELECTRICAL,1/26/2021
7485,2993628/1,PLUMBING,1/12/2021
7485,2993628/2,DRAINAGE,1/12/2021
7485,2993628/2,PLUMBING,1/12/2021
7485,3013794/1,PLUMBING,2/15/2021
7485,3022420/1,ELECTRICAL,3/2/2021
7485,3024438/1,PLUMBING,3/5/2021
7485,3024479/1,PLUMBING,3/5/2021
7486,2865479/1,ELECTRICAL,4/21/2020
7486,2867397/1,PLUMBING,4/27/2020
7486,2896329/1,PLUMBING,7/6/2020
7486,2896333/1,PLASTERWRK,7/6/2020
7486,2896333/1,WALLFLOOR,7/6/2020
7486,2896333/2,CARPENTRY,7/27/2020
7486,2896333/2,WALLFLOOR,7/27/2020
7486,2896333/3,PLASTERWRK,9/2/2020
7486,2896333/3,WALLFLOOR,9/2/2020
7486,2896336/1,CARPENTRY,7/6/2020
7486,2896339/1,CARPENTRY,7/6/2020
7486,2896344/1,ELECTRICAL,7/6/2020
7486,2903612/1,CARPENTRY,7/21/2020
7486,2903625/1,ELECTRICAL,7/21/2020
7486,2905526/1,PLUMBING,7/24/2020
7486,2924188/1,CARPENTRY,9/1/2020
7486,3030396/1,PLUMBING,3/16/2021
7486,3036289/1,DRAINAGE,3/27/2021
7486,3036289/1,PLUMBING,3/27/2021
7487,2911251/1,PLUMBING,8/5/2020
7488,2921283/1,FENCING,8/26/2020
7488,2921297/1,CARPENTRY,8/26/2020
7488,2921297/1,FENCING,8/26/2020
7488,2943387/1,CARPENTRY,10/7/2020
7488,2943387/1,PLUMBING,10/7/2020
7488,2989370/1,ELECTRICAL,1/5/2021
7490,2873702/1,CARPENTRY,5/19/2020
7491,3025581/1,ELECTRICAL,3/8/2021
7492,2996281/1,ELECTRICAL,1/15/2021
7492,2996290/1,CARPENTRY,1/15/2021
7495,2889549/1,ELECTRICAL,6/24/2020
7495,2910167/1,BRICKWORK,8/3/2020
7495,2910167/1,CARPENTRY,8/3/2020
7495,2921246/1,ELECTRICAL,8/26/2020
7495,2922863/1,ELECTRICAL,8/28/2020
7495,2922870/1,CARPENTRY,8/28/2020
7495,2948008/1,PLUMBING,10/15/2020
7495,2958316/1,PLUMBING,11/4/2020
7495,2969944/1,CARPENTRY,11/25/2020
7495,2985658/1,CARPENTRY,12/22/2020
7495,2985658/1,PLUMBING,12/22/2020
7495,2985674/1,ELECTRICAL,12/22/2020
7495,2985676/1,CARPENTRY,12/22/2020
7495,3036316/1,CARPENTRY,3/27/2021
7495,3036905/1,PLUMBING,3/29/2021
7495,3036923/1,CARPENTRY,3/29/2021
7496,2879756/1,CARPENTRY,6/5/2020
7496,2879756/1,PLASTERWRK,6/5/2020
7496,2880080/1,PLUMBING,6/5/2020
7496,2880137/1,CARPENTRY,6/5/2020
7496,2880137/1,DECORATING,6/5/2020
7496,2880137/1,FENCING,6/5/2020
7496,2880137/1,PLASTERWRK,6/5/2020
7496,2880137/1,WALLFLOOR,6/5/2020
7496,2882407/1,ELECTRICAL,6/10/2020
7496,2882407/2,ELECTRICAL,6/11/2020
7496,2882454/1,BRICKWORK,6/10/2020
7496,2882454/1,CARPENTRY,6/10/2020
7496,2882454/1,PLASTERWRK,6/10/2020
7496,2922503/1,ELECTRICAL,8/28/2020
7496,2922509/1,PLUMBING,8/28/2020
7496,2922518/1,PLUMBING,8/28/2020
7496,2922662/1,ELECTRICAL,8/28/2020
7496,2926258/1,PLUMBING,9/4/2020
7497,2885350/1,ELECTRICAL,6/17/2020
7497,2885358/1,PLUMBING,6/17/2020
7497,2895741/1,CARPENTRY,7/6/2020
7497,2895741/1,DECORATING,7/6/2020
7497,2895741/1,PLASTERWRK,7/6/2020
7497,2895751/1,ELECTRICAL,7/6/2020
7497,2903878/1,DRAINAGE,7/21/2020
7497,2903878/1,GROUNDWORK,7/21/2020
7497,2903878/1,PLUMBING,7/21/2020
7497,2903881/1,PLUMBING,7/21/2020
7497,2939097/1,PLASTERWRK,9/30/2020
7497,2939097/1,WALLFLOOR,9/30/2020
7497,2939212/1,CARPENTRY,9/30/2020
7497,2942885/1,CARPENTRY,10/6/2020
7497,2973857/1,ELECTRICAL,12/1/2020
7497,2973865/1,CARPENTRY,12/1/2020
7497,2975727/1,ELECTRICAL,12/4/2020
7497,2975728/1,PLUMBING,12/4/2020
7497,2975737/1,ELECTRICAL,12/4/2020
7499,2873770/1,PLUMBING,5/19/2020
7499,2890809/1,ELECTRICAL,6/26/2020
7499,2890824/1,BRICKWORK,6/26/2020
7499,2890824/1,DECORATING,6/26/2020
7499,2890824/1,PLASTERWRK,6/26/2020
7499,2890824/1,WALLFLOOR,6/26/2020
7499,2890829/1,CARPENTRY,6/26/2020
7499,2922791/1,ELECTRICAL,8/28/2020
7499,2922791/2,PLASTERWRK,9/1/2020
7499,2922791/2,WALLFLOOR,9/1/2020
7499,2922791/3,ELECTRICAL,9/1/2020
7499,2922794/1,CARPENTRY,8/28/2020
7499,2964707/1,PLUMBING,11/16/2020
7499,2964717/1,CARPENTRY,11/16/2020
7499,2964717/2,PLASTERWRK,11/17/2020
7499,2964717/2,WALLFLOOR,11/17/2020
7499,2964717/3,DECORATING,11/18/2020
7499,2967714/1,CARPENTRY,11/20/2020
7499,2967718/1,PLUMBING,11/20/2020
7499,2967726/1,CARPENTRY,11/20/2020
7499,2981412/1,CARPENTRY,12/15/2020
7499,2991559/1,CARPENTRY,1/7/2021
7499,2991559/1,PLUMBING,1/7/2021
7499,2995704/1,ELECTRICAL,1/14/2021
7499,2995708/1,BRICKWORK,1/14/2021
7499,2995708/1,WALLFLOOR,1/14/2021
7499,3016190/1,CARPENTRY,2/18/2021
7499,3016589/1,ELECTRICAL,2/19/2021
7499,3024119/1,ELECTRICAL,3/4/2021
7499,3028002/1,CARPENTRY,3/11/2021
7499,3028416/1,ELECTRICAL,3/11/2021
7500,2942912/1,PLUMBING,10/6/2020
7500,3026030/1,PLUMBING,3/8/2021
7501,2993981/1,DECORATING,1/12/2021
7501,2993981/1,PLUMBING,1/12/2021
7501,2993981/2,PLASTERWRK,1/22/2021
7501,2993981/2,PLUMBING,1/22/2021
7501,2993981/2,WALLFLOOR,1/22/2021
7502,2868139/1,PLUMBING,4/29/2020
7502,2887693/1,ELECTRICAL,6/22/2020
7502,2923447/1,PLUMBING,8/30/2020
7502,2930467/1,CARPENTRY,9/14/2020
7502,2930467/2,CARPENTRY,9/14/2020
7502,2982072/1,ELECTRICAL,12/16/2020
7505,2890275/1,ELECTRICAL,6/25/2020
7505,2890277/1,PLUMBING,6/25/2020
7505,2903812/1,ELECTRICAL,7/21/2020
7505,2908619/1,PLUMBING,7/31/2020
7505,2916909/1,ELECTRICAL,8/18/2020
7505,2919597/1,PLUMBING,8/24/2020
7505,2930640/1,PLUMBING,9/14/2020
7505,2932792/1,PLUMBING,9/18/2020
7505,2978185/1,ROOFING,12/9/2020
7505,2978193/1,DECORATING,12/9/2020
7505,2978193/1,PLUMBING,12/9/2020
7507,2918755/1,PLUMBING,8/21/2020
7508,2886311/1,PLUMBING,6/18/2020
7508,2886311/1,ROOFING,6/18/2020
7508,2954385/1,PLUMBING,10/27/2020
7509,2874690/1,PLUMBING,5/21/2020
7509,2874690/2,PLUMBING,5/28/2020
7509,2874690/3,CARPENTRY,6/10/2020
7509,2874690/3,PLUMBING,6/10/2020
7509,2874690/3,WALLFLOOR,6/10/2020
7509,2874692/1,CARPENTRY,5/21/2020
7510,2861919/1,PLUMBING,4/2/2020
7510,2877128/1,ELECTRICAL,5/29/2020
7510,2877134/1,PLUMBING,5/29/2020
7510,2890184/1,CARPENTRY,6/25/2020
7510,2890184/2,CARPENTRY,6/25/2020
7510,2908972/1,ELECTRICAL,7/31/2020
7510,3028999/1,CARPENTRY,3/12/2021
7510,3028999/2,CARPENTRY,3/15/2021
7512,2976478/2,DECORATING,12/8/2020
7512,2976478/2,PLUMBING,12/8/2020
7514,2920681/1,ELECTRICAL,8/25/2020
7514,2920681/2,ELECTRICAL,9/3/2020
7514,2920935/1,ROOFING,8/25/2020
7514,2929674/1,ELECTRICAL,9/11/2020
7514,2975982/1,ELECTRICAL,12/4/2020
7514,2990334/1,ELECTRICAL,1/6/2021
7514,2990334/2,ROOFING,1/7/2021
7514,2990334/2,WALLFLOOR,1/7/2021
7514,2994763/1,CARPENTRY,1/13/2021
7514,3002142/1,DECORATING,1/26/2021
7514,3009482/1,ELECTRICAL,2/8/2021
7514,3015564/1,CARPENTRY,2/17/2021
7514,3024024/1,CARPENTRY,3/4/2021
7516,2887691/1,ELECTRICAL,6/22/2020
7516,2953409/1,PLUMBING,10/26/2020
7518,2929426/1,CARPENTRY,9/11/2020
7520,2886007/1,ROOFING,6/17/2020
7520,2915251/1,PLUMBING,8/13/2020
7520,2947337/1,CARPENTRY,10/14/2020
7520,2947337/1,FENCING,10/14/2020
7520,3006270/1,GROUNDWORK,2/2/2021
7520,3032943/1,PLUMBING,3/22/2021
7522,2869668/1,PLUMBING,5/5/2020
7522,2869668/2,PLUMBING,5/6/2020
7522,2869668/3,GROUNDWORK,5/6/2020
7522,2869668/3,PLUMBING,5/6/2020
7522,2943540/1,ELECTRICAL,10/7/2020
7522,2946130/1,ELECTRICAL,10/12/2020
7525,2956824/1,PLUMBING,11/2/2020
7525,3018107/1,CARPENTRY,2/22/2021
7525,3018107/2,CARPENTRY,2/23/2021
7526,2915859/1,ELECTRICAL,8/14/2020
7526,2967009/1,ELECTRICAL,11/19/2020
7527,2896598/1,ELECTRICAL,7/7/2020
7527,2896609/1,ROOFING,7/7/2020
7527,2896638/1,FENCING,7/7/2020
7527,2896677/1,PLUMBING,7/7/2020
7527,2915325/1,ELECTRICAL,8/13/2020
7527,2915329/1,ROOFING,8/13/2020
7527,2915384/1,WALLFLOOR,8/14/2020
7527,2915384/2,CARPENTRY,9/21/2020
7527,2915384/2,WALLFLOOR,9/21/2020
7527,2917692/1,ELECTRICAL,8/19/2020
7527,2962924/1,PLUMBING,11/12/2020
7527,3015892/1,CARPENTRY,2/18/2021
7527,3015897/1,ELECTRICAL,2/18/2021
7527,3015901/1,PLUMBING,2/18/2021
7527,3015901/1,WALLFLOOR,2/18/2021
7529,2902158/1,CARPENTRY,7/17/2020
7529,2996702/1,WALLFLOOR,1/17/2021
7529,2996702/2,CARPENTRY,2/9/2021
7530,2861561/1,PLUMBING,4/1/2020
7530,2862219/1,PLUMBING,4/3/2020
7530,2862304/1,ELECTRICAL,4/3/2020
7530,2863483/1,CARPENTRY,4/9/2020
7530,2863494/1,CARPENTRY,4/9/2020
7530,2864067/1,CARPENTRY,4/14/2020
7530,2898514/1,PLASTERWRK,7/9/2020
7530,2898514/1,WALLFLOOR,7/9/2020
7530,2898514/2,ELECTRICAL,8/12/2020
7531,2902227/1,CARPENTRY,7/17/2020
7531,2921234/1,PLUMBING,8/26/2020
7531,2940515/1,PLUMBING,10/2/2020
7531,2949358/1,PLUMBING,10/19/2020
7531,2952435/1,ELECTRICAL,10/23/2020
7531,2972991/1,ELECTRICAL,11/30/2020
7531,2973000/1,PLASTERWRK,11/30/2020
7531,2973000/1,WALLFLOOR,11/30/2020
7531,2973000/2,DECORATING,12/14/2020
7531,3035724/1,PLUMBING,3/26/2021
7533,2870501/1,PLUMBING,5/8/2020
7533,2873203/1,PLUMBING,5/18/2020
7533,2904301/1,CARPENTRY,7/22/2020
7533,2909516/1,ELECTRICAL,8/2/2020
7533,2919106/1,PLUMBING,8/21/2020
7533,2951116/1,WALLFLOOR,10/21/2020
7533,2951116/2,BRICKWORK,11/24/2020
7533,2951116/2,WALLFLOOR,11/24/2020
7533,2985607/1,ROOFING,12/22/2020
7533,3005063/1,PLUMBING,2/1/2021
7534,2891407/1,DRAINAGE,6/29/2020
7534,2891407/1,PLUMBING,6/29/2020
7534,2891408/1,PLUMBING,6/29/2020
7534,2891408/1,ROOFING,6/29/2020
7534,2891414/1,FENCING,6/29/2020
7536,2927347/1,PLASTERWRK,9/7/2020
7536,2927347/1,PLUMBING,9/7/2020
7536,2961045/1,PLUMBING,11/9/2020
7536,2969653/1,CARPENTRY,11/24/2020
7536,2969653/1,DECORATING,11/24/2020
7536,2969653/1,PLASTERWRK,11/24/2020
7539,2886271/1,CARPENTRY,6/18/2020
7539,2891417/1,PLUMBING,6/29/2020
7539,3019753/1,CARPENTRY,2/25/2021
7539,3026948/1,PLUMBING,3/9/2021
7541,2916180/1,CARPENTRY,8/17/2020
7541,2916180/1,DECORATING,8/17/2020
7543,2921103/1,BRICKWORK,8/26/2020
7543,2935264/2,FENCING,11/4/2020
7543,2935264/3,DRAINAGE,11/4/2020
7544,2991540/1,CARPENTRY,1/7/2021
7544,2991540/2,CARPENTRY,1/11/2021
7544,2991541/1,PLASTERWRK,1/7/2021
7544,2991541/1,WALLFLOOR,1/7/2021
7545,2870482/1,PLUMBING,5/8/2020
7545,2870482/2,BRICKWORK,5/11/2020
7545,2870482/2,PLUMBING,5/11/2020
7545,2979134/1,PLUMBING,12/11/2020
7545,2997630/1,ELECTRICAL,1/19/2021
7545,3022268/1,PLUMBING,3/2/2021
7545,3022268/1,WALLFLOOR,3/2/2021
7545,3035201/1,DECORATING,3/25/2021
7545,3035208/1,WALLFLOOR,3/25/2021
7547,2944984/1,BRICKWORK,10/9/2020
7547,2945000/1,PLUMBING,10/9/2020
7547,2987059/1,CARPENTRY,12/26/2020
7547,3001515/1,DECORATING,1/25/2021
7547,3001515/1,PLUMBING,1/25/2021
7547,3010243/1,CARPENTRY,2/9/2021
7547,3016827/1,BRICKWORK,2/19/2021
7552,2874556/1,CARPENTRY,5/21/2020
7554,2870820/1,PLUMBING,5/11/2020
7554,2894894/1,DRAINAGE,7/3/2020
7554,2894894/1,PLUMBING,7/3/2020
7554,2915102/1,ELECTRICAL,8/13/2020
7554,2956162/1,PLUMBING,10/30/2020
7556,2905425/1,BRICKWORK,7/24/2020
7556,2905425/1,GROUNDWORK,7/24/2020
7557,2884283/1,CARPENTRY,6/15/2020
7557,2884283/1,PLUMBING,6/15/2020
7557,2884287/1,ROOFING,6/15/2020
7557,2884298/1,CARPENTRY,6/15/2020
7558,2896768/1,PLUMBING,7/7/2020
7558,2949445/1,BRICKWORK,10/19/2020
7558,2949445/1,CARPENTRY,10/19/2020
7560,2874070/1,PLUMBING,5/20/2020
7560,2874070/2,WALLFLOOR,6/8/2020
7560,2882778/1,PLUMBING,6/11/2020
7560,2893977/1,CARPENTRY,7/2/2020
7560,2893977/1,PLUMBING,7/2/2020
7560,2893977/1,WALLFLOOR,7/2/2020
7560,2893977/2,PLASTERWRK,7/21/2020
7560,2893977/2,WALLFLOOR,7/21/2020
7561,2942661/1,BRICKWORK,10/6/2020
7561,2942661/1,DECORATING,10/6/2020
7561,2942661/1,PLASTERWRK,10/6/2020
7561,2942661/1,WALLFLOOR,10/6/2020
7561,2982207/1,PLUMBING,12/16/2020
7563,2897249/1,CARPENTRY,7/7/2020
7563,2897249/1,PLUMBING,7/7/2020
7563,2947615/1,CARPENTRY,10/14/2020
7563,2947615/1,GLAZING,10/14/2020
7563,2947931/1,BRICKWORK,10/15/2020
7564,2901443/1,CARPENTRY,7/16/2020
7564,2901443/1,PLASTERWRK,7/16/2020
7565,2972799/1,ELECTRICAL,11/30/2020
7567,3019118/1,PLUMBING,2/24/2021
7568,2944108/1,PLUMBING,10/8/2020
7568,2945593/1,PLUMBING,10/12/2020
7568,2954863/1,ELECTRICAL,10/28/2020
7568,2954867/1,CARPENTRY,10/28/2020
7568,2954867/1,PLUMBING,10/28/2020
7568,2963394/1,BRICKWORK,11/13/2020
7568,2963394/1,CARPENTRY,11/13/2020
7568,2978787/1,DECORATING,12/10/2020
7568,2993093/1,CARPENTRY,1/11/2021
7568,2993093/1,PLUMBING,1/11/2021
7568,3010593/1,PLUMBING,2/10/2021
7568,3010602/1,PLUMBING,2/10/2021
7568,3036798/1,PLUMBING,3/29/2021
7570,2906972/1,PLUMBING,7/28/2020
7570,2909674/1,ELECTRICAL,8/3/2020
7570,2917886/1,PLUMBING,8/19/2020
7570,3005808/1,ELECTRICAL,2/2/2021
7570,3029673/1,CARPENTRY,3/15/2021
7570,3029673/1,PLUMBING,3/15/2021
7570,3029673/2,PLUMBING,3/17/2021
7570,3030849/1,PLUMBING,3/16/2021
7570,3031039/1,PLUMBING,3/17/2021
7571,2878405/1,CARPENTRY,6/2/2020
7571,2925599/1,PLUMBING,9/3/2020
7571,2925599/2,DRAINAGE,9/22/2020
7571,2925599/2,PLUMBING,9/22/2020
7571,2939335/1,PLUMBING,9/30/2020
7571,2964389/1,CARPENTRY,11/16/2020
7571,2964389/2,GLAZING,12/1/2020
7571,2964392/1,PLUMBING,11/16/2020
7571,2964392/1,ROOFING,11/16/2020
7572,3029869/1,CARPENTRY,3/15/2021
7572,3029869/1,GROUNDWORK,3/15/2021
7572,3029889/1,FENCING,3/15/2021
7573,2905922/1,DRAINAGE,7/25/2020
7573,2905922/1,PLUMBING,7/25/2020
7573,2908096/1,PLUMBING,7/30/2020
7573,2908099/1,ELECTRICAL,7/30/2020
7576,2936181/1,ELECTRICAL,9/24/2020
7576,2945134/1,PLUMBING,10/9/2020
7577,2890390/1,PLUMBING,6/26/2020
7577,2897462/1,CARPENTRY,7/8/2020
7577,2897462/1,FENCING,7/8/2020
7577,2897462/1,PLUMBING,7/8/2020
7577,2960991/1,PLUMBING,11/9/2020
7577,2960991/2,PLUMBING,11/10/2020
7577,2978037/1,ELECTRICAL,12/9/2020
7577,2981818/1,PLUMBING,12/15/2020
7577,2991472/1,HEATING,1/7/2021
7577,2991472/1,PLUMBING,1/7/2021
7577,3016786/1,PLUMBING,2/19/2021
7577,3016786/2,CARPENTRY,3/9/2021
7577,3016786/2,PLUMBING,3/9/2021
7577,3027303/1,ELECTRICAL,3/10/2021
7577,3027307/1,ELECTRICAL,3/10/2021
7578,2913401/1,ELECTRICAL,8/10/2020
7578,3004937/1,ELECTRICAL,2/1/2021
7578,3004941/1,PLUMBING,2/1/2021
7578,3035070/1,ELECTRICAL,3/25/2021
7578,3035074/1,ELECTRICAL,3/25/2021
7580,2953529/1,ELECTRICAL,10/26/2020
7580,2953532/1,CARPENTRY,10/26/2020
7580,2967278/1,ELECTRICAL,11/20/2020
7580,2976229/1,ELECTRICAL,12/7/2020
7580,2990617/1,ELECTRICAL,1/6/2021
7580,2990617/2,ELECTRICAL,1/22/2021
7580,3016594/1,CARPENTRY,2/19/2021
7581,2916819/1,ELECTRICAL,8/17/2020
7582,2882926/1,CARPENTRY,6/11/2020
7582,2882926/1,DECORATING,6/11/2020
7582,2882926/1,PLUMBING,6/11/2020
7582,2882932/1,ELECTRICAL,6/11/2020
7582,2901838/1,ELECTRICAL,7/16/2020
7584,2945184/1,CARPENTRY,10/10/2020
7584,2964113/1,DECORATING,11/16/2020
7584,2964113/1,PLUMBING,11/16/2020
7584,3018788/1,CARPENTRY,2/23/2021
7584,3018788/1,GLAZING,2/23/2021
7587,3011204/1,PLUMBING,2/11/2021
7588,2931791/1,ROOFING,9/16/2020
7590,2902299/1,ELECTRICAL,7/17/2020
7590,2932111/1,PLUMBING,9/17/2020
7590,2944101/1,ELECTRICAL,10/8/2020
7590,2949095/1,PLUMBING,10/17/2020
7591,2981661/1,ELECTRICAL,12/15/2020
7591,2981667/1,CARPENTRY,12/15/2020
7591,2981667/1,PLUMBING,12/15/2020
7591,2981667/2,CARPENTRY,12/21/2020
7592,2914971/1,PLUMBING,8/13/2020
7592,2926643/1,CARPENTRY,9/6/2020
7592,2926643/2,CARPENTRY,9/7/2020
7593,2879886/1,PLUMBING,6/5/2020
7593,2884316/1,PLUMBING,6/15/2020
7593,2968588/1,PLUMBING,11/23/2020
7593,2968592/1,ELECTRICAL,11/23/2020
7593,2999996/1,ELECTRICAL,1/22/2021
7593,3000002/1,PLUMBING,1/22/2021
7593,3014555/1,PLUMBING,2/16/2021
7594,2966683/1,PLUMBING,11/19/2020
7594,2966691/1,CARPENTRY,11/19/2020
7595,2952854/1,ELECTRICAL,10/23/2020
7595,3032567/1,CARPENTRY,3/19/2021
7596,2903456/1,ELECTRICAL,7/21/2020
7596,2915453/1,ELECTRICAL,8/14/2020
7596,2969530/1,ELECTRICAL,11/24/2020
7597,2887633/1,PLUMBING,6/22/2020
7598,2899749/1,PLUMBING,7/13/2020
7598,2899749/2,GLAZING,7/14/2020
7598,2899749/2,PLUMBING,7/14/2020
7598,2973126/1,PLUMBING,11/30/2020
7599,2861760/1,PLUMBING,4/1/2020
7599,2870312/1,PLUMBING,5/7/2020
7599,2870353/1,DRAINAGE,5/7/2020
7599,2870353/1,PLUMBING,5/7/2020
7599,2870353/2,DRAINAGE,5/11/2020
7599,2886959/1,PLUMBING,6/19/2020
7599,2943993/1,PLUMBING,10/8/2020
7599,2944563/1,PLUMBING,10/9/2020
7599,2944563/2,PLUMBING,10/12/2020
7599,2959308/1,ELECTRICAL,11/5/2020
7599,2959308/2,ADAPTATION,11/6/2020
7599,2959308/2,ELECTRICAL,11/6/2020
7599,3016578/1,ELECTRICAL,2/19/2021
7600,2904734/1,PLASTERWRK,7/23/2020
7600,2904734/1,PLUMBING,7/23/2020
7600,2904734/1,WALLFLOOR,7/23/2020
7600,2913946/1,PLUMBING,8/11/2020
7600,2925225/1,ELECTRICAL,9/3/2020
7600,2998582/1,ELECTRICAL,1/20/2021
7601,2862347/1,PLUMBING,4/4/2020
7601,2871057/1,PLUMBING,5/11/2020
7601,2873328/1,CARPENTRY,5/18/2020
7601,2873328/1,PLUMBING,5/18/2020
7601,2878585/1,PLUMBING,6/2/2020
7601,2899104/1,PLASTERWRK,7/10/2020
7601,2899104/1,WALLFLOOR,7/10/2020
7601,2899105/1,CARPENTRY,7/10/2020
7601,2901694/1,PLUMBING,7/16/2020
7601,2902605/1,PLUMBING,7/19/2020
7601,2907757/1,CARPENTRY,7/29/2020
7601,2907757/1,PLUMBING,7/29/2020
7601,2907757/2,CARPENTRY,8/20/2020
7601,2918869/1,CARPENTRY,8/21/2020
7601,2918876/1,CARPENTRY,8/21/2020
7601,2918876/1,PLUMBING,8/21/2020
7601,2956161/2,PLUMBING,11/3/2020
7601,2956161/3,CARPENTRY,11/6/2020
7601,2956161/3,WALLFLOOR,11/6/2020
7601,2959357/1,CARPENTRY,11/5/2020
7601,2967594/1,CARPENTRY,11/20/2020
7601,3019442/1,WALLFLOOR,2/24/2021
7602,2915622/1,PLUMBING,8/14/2020
7603,2865332/1,CARPENTRY,4/20/2020
7603,2947563/1,CARPENTRY,10/14/2020
7603,2947563/2,CARPENTRY,11/19/2020
7603,2947568/1,BRICKWORK,10/14/2020
